"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"06.06.2017","30.940,0","30.740,0","31.200,0","30.740,0","907,09K","0,59%"
"05.06.2017","30.760,0","30.240,0","30.800,0","30.240,0","404,18K","1,72%"
"02.06.2017","30.240,0","30.220,0","30.460,0","30.120,0","1,13M","-0,72%"
"01.06.2017","30.460,0","30.200,0","30.460,0","30.000,0","1,14M","-0,07%"
"31.05.2017","30.480,0","29.900,0","30.480,0","29.480,0","16,42M","2,08%"
"30.05.2017","29.860,0","30.000,0","30.040,0","29.860,0","749,75K","-0,60%"
"26.05.2017","30.040,0","29.900,0","30.060,0","29.900,0","878,77K","0,20%"
"25.05.2017","29.980,0","29.540,0","30.000,0","29.540,0","406,35K","-0,40%"
"24.05.2017","30.100,0","30.020,0","30.100,0","30.000,0","1,29M","0,07%"
"23.05.2017","30.080,0","29.980,0","30.100,0","29.860,0","969,38K","0,33%"
"22.05.2017","29.980,0","29.880,0","30.060,0","29.880,0","1,25M","0,33%"
"19.05.2017","29.880,0","29.320,0","30.040,0","29.320,0","1,97M","1,91%"
"18.05.2017","29.320,0","29.340,0","29.700,0","29.320,0","932,94K","-1,94%"
"17.05.2017","29.900,0","29.720,0","29.960,0","29.700,0","1,80M","0,27%"
"16.05.2017","29.820,0","28.980,0","30.020,0","28.980,0","2,00M","3,18%"
"15.05.2017","28.900,0","28.700,0","28.980,0","28.680,0","692,51K","0,70%"
"12.05.2017","28.700,0","28.600,0","28.800,0","28.600,0","586,64K","0,00%"
"11.05.2017","28.700,0","28.600,0","28.800,0","28.420,0","1,02M","0,63%"
"10.05.2017","28.520,0","27.700,0","28.520,0","27.340,0","1,08M","1,86%"
"09.05.2017","28.000,0","27.700,0","28.060,0","27.600,0","958,79K","1,08%"
"08.05.2017","27.700,0","27.380,0","27.880,0","27.360,0","743,37K","1,17%"
"05.05.2017","27.380,0","27.400,0","27.460,0","27.300,0","479,84K","0,29%"
"04.05.2017","27.300,0","27.100,0","27.380,0","27.100,0","606,99K","0,81%"
"03.05.2017","27.080,0","27.020,0","27.180,0","26.900,0","202,49K","0,15%"
"02.05.2017","27.040,0","27.040,0","27.100,0","27.000,0","240,75K","0,00%"
"28.04.2017","27.040,0","26.500,0","27.040,0","26.500,0","401,60K","1,43%"
"27.04.2017","26.660,0","27.000,0","27.000,0","26.660,0","86,91K","-1,55%"
"26.04.2017","27.080,0","26.980,0","27.200,0","26.800,0","394,08K","0,52%"
"25.04.2017","26.940,0","26.740,0","27.200,0","26.740,0","630,74K","0,90%"
"24.04.2017","26.700,0","26.560,0","26.740,0","26.560,0","911,62K","0,75%"
"21.04.2017","26.500,0","26.000,0","26.500,0","26.000,0","591,71K","1,84%"
"20.04.2017","26.020,0","25.860,0","26.060,0","25.860,0","383,59K","0,77%"
"19.04.2017","25.820,0","26.320,0","26.320,0","25.800,0","544,71K","-2,20%"
